Prompt;______: Hours of fun. Easy to use. Perfect for ______!;PICK 2
Prompt;______. Awesome in theory, kind of a mess in practice.;
Prompt;A successful job interview begins with a firm handshake and ends with ______.;
Prompt;After months of practice with ______, I think I’m finally ready for ______.;PICK 2
Prompt;And what did you bring for show and tell?;
Prompt;As part of his contract, Prince won’t perform without ______ in his dressing room.;
Prompt;As part of his daily regimen, Anderson Cooper sets aside 15 minutes for ______.;
Prompt;Call the law offices of Goldstein & Goldstein, because no one should have to tolerate ______ in the workplace.;
Prompt;During high school I never really fit in until I found ______ club.;
Prompt;Finally! A service that delivers ______ right to your door.;
Prompt;Having problems with ______? Try ______!;PICK 2
Prompt;Hey baby, come back to my place and I’ll show you ______.;
Prompt;I’m not like the rest of you. I’m too rich and busy for ______.;
Prompt;In the seventh circle of Hell, sinners must endure ______ for all eternity.;
Prompt;Listen, son. If you want to get involved with ______, I won’t stop you. Just steer clear of ______.;PICK 2
Prompt;Lovin’ you is easy ’cause you’re ______.;
Prompt;Money can’t buy me love, but it can buy me ______.;
Prompt;My gym teacher got fired for adding ______ to the obstacle course.;
Prompt;My life is ruled by a vicious cycle of ______ and ______.;PICK 2
Prompt;The blind date was going horribly until we discovered our shared interest in ______.;
Prompt;To prepare for his upcoming role, Daniel Day-Lewis immersed himself in the world of ______.;
Prompt;Turns out that ______-Man was neither the hero we needed nor wanted.;
Prompt;What left this stain on my couch?;
Prompt;When you get right down to it, ______ is just ______.;PICK 2
Prompt;With enough time and pressure, ______ will turn into ______.;PICK 2
;;
Response;A black male in his early 20s, last seen wearing a hoodie.;
Response;A boo-boo.;
Response;A botched circumcision.;
Response;A cat video so cute that your eyes roll back and your spine slides out of your anus.;
Response;A cop who is also a dog.;
Response;A greased-up Matthew McConaughey.;
Response;A Japanese toaster you can fuck.;
Response;A lamprey swimming up the toilet and latching onto your taint.;
Response;A pile of squirming bodies.;
Response;A PowerPoint presentation.;
Response;A spontaneous conga line.;
Response;A surprising amount of hair.;
Response;A vagina that leads to another dimension.;
Response;Actually getting shot, for real.;
Response;All my friends dying.;
Response;An all-midget production of Shakespeare’s Richard III.;
Response;An ass disaster.;
Response;An unstoppable wave of fire ants.;
Response;Bill Clinton, naked on a bearskin rug with a saxophone.;
Response;Blood farts.;
Response;Blowing some dudes in an alley.;
Response;Buying the right pants to be cool.;
Response;Chugging a lava lamp.;
Response;Cock.;
Response;Crying into the pages of Sylvia Plath.;
Response;Demonic possession.;
Response;Disco fever.;
Response;Drinking ten 5-hour ENERGYs® to get fifty continuous hours of energy.;
Response;Dying alone and in pain.;
Response;Eating Tom Selleck’s mustache to gain his powers.;
Response;Filling every orifice with butterscotch pudding.;
Response;Fisting.;
Response;Flying robots that kill people.;
Response;Gay aliens.;
Response;Getting your dick stuck in a Chinese finger trap with another dick.;
Response;Girls that always be textin’.;
Response;Going around punching people.;
Response;Having sex on top of a pizza.;
Response;Having shotguns for legs.;
Response;Indescribable loneliness.;
Response;Jumping out at people.;
Response;Letting everyone down.;
Response;Mufasa’s death scene.;
Response;My manservant, Claude.;
Response;Not contributing to society in any meaningful way.;
Response;Not having sex.;
Response;Nothing.;
Response;Putting an entire peanut butter and jelly sandwich into the VCR.;
Response;Racial profiling.;
Response;Reverse cowgirl.;
Response;Roland the Farter, flatulist to the king.;
Response;Running naked through a mall, pissing and shitting everywhere.;
Response;Samuel L. Jackson.;
Response;Screaming like a maniac.;
Response;Self-flagellation.;
Response;Shutting the fuck up.;
Response;Slapping a racist old lady.;
Response;Sneezing, farting, and cumming at the same time.;
Response;Some douche with an acoustic guitar.;
Response;Some kind of bird-man.;
Response;Spending lots of money.;
Response;That ass.;
Response;The entire Internet.;
Response;The Harlem Globetrotters.;
Response;The Land of Chocolate.;
Response;The moist, demanding chasm of his mouth.;
Response;The primal, ball-slapping sex your parents are having right now.;
Response;The Quesadilla Explosion Salad™ from Chili’s.®;
Response;The systematic destruction of an entire people and their way of life.;
Response;The thin veneer of situational causality that underlies porn.;
Response;The way white people is.;
Response;Three months in the hole.;
Response;Unlimited soup, salad, and breadsticks.;
Response;Velcro™.;
Response;Vietnam flashbacks.;
Response;Vomiting mid-blowjob.;
Response;Warm, velvety muppet sex.;
