Prompt;An international tribunal has found ______ guilty of ______.;PICK 2
Prompt;And I would have gotten away with it, too, if it hadn't been for ______!;
Prompt;Awww, sick! I just saw this skater do a 720 kickflip into ______!;
Prompt;Dear Sir or Madam, We regret to inform you that the Office of ______ has denied your request for ______.;PICK 2
Prompt;Doctor, you've gone too far! The human body wasn't meant to withstand that amount of ______!;
Prompt;Future historians will agree that ______ marked the beginning of America's decline.;
Prompt;He who controls ______ controls the world.;
Prompt;I learned the hard way that you can't cheer up a grieving friend with ______.;
Prompt;In a pinch, ______ can be a suitable substitute for ______.;PICK 2
Prompt;In his new self-produced album, Kanye West raps over the sounds of ______.;
Prompt;In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated ______.;
Prompt;In Rome, there are whisperings that the Vatican has a secret room devoted to ______.;
Prompt;In the distant future, historians will agree that ______ marked the beginning of America's decline.;
Prompt;Michael Bay's new three-hour action epic pits ______ against ______.;PICK 2
Prompt;My plan for world domination begins with ______.;
Prompt;Next season on Man vs, Wild, Bear Grylls must survive the depths of the Amazon with only ______ and his wits.;
Prompt;Next week on Discovery Channel, one man must survive in the depths of the Amazon with only _____ and his wits.;
Prompt;Science will never explain ______.;
Prompt;Science will never explain the origin of ______.;
Prompt;The CIA now interrogates enemy agents by repeatedly subjecting them to ______.;
Prompt;The secret to a lasting marriage is communication, communication, and ______.;
Prompt;The socialist governments of Scandinavia have declared that access to ______ is a basic human right.;
Prompt;This season on Man vs. Wild, Bear Grylls must survive in the depths of the Amazon with only ______ and his wits.;
Prompt;What brought the orgy to a grinding halt?;
Prompt;What has been making life difficult at the nudist colony?;
Prompt;What's the gift that keeps on giving?;
Prompt;When all else fails, I can always masturbate to ______.;
Prompt;When I pooped, what came out of my butt?;
;;
Response;24-hour media coverage.;
Response;A beached whale.;
Response;A big black dick.;
Response;A bloody pacifier.;
Response;A crappy little hand.;
Response;A fat bald man from the internet.;
Response;A Japanese tourist who wants something very badly but cannot communicate it.;
Response;A low standard of living.;
Response;A nuanced critique.;
Response;A panty raid.;
Response;A passionate Latino lover.;
Response;A plunger to the face.;
Response;A rival dojo.;
Response;A smiling black man, a latina businesswoman, a cool Asian, and some whites.;
Response;A web of lies.;
Response;A woman scorned.;
Response;An atomic wedgie.;
Response;An Etsy steampunk strap-on.;
Response;An evil man in evil clothes.;
Response;André the Giant's enormous, leathery scrotum.;
Response;Apologizing.;
Response;Appreciative snapping.;
Response;Ashton Kutcher.;
Response;Beating your wives.;
Response;Being a busy adult with many important things to do.;
Response;Being a dinosaur.;
Response;Big Bird's brown, crusty asshole.;
Response;Blaxploitation.;
Response;Bosnian chicken farmers.;
Response;Breaking nip slip news.;
Response;Carnies.;
Response;Clams.;
Response;Clenched butt cheeks.;
Response;Converting to Islam.;
Response;Coughing into a vagina.;
Response;Cutting.;
Response;Dancing with a broom.;
Response;Deflowering a princess.;
Response;Deflowering the princess.;
Response;Dorito breath.;
Response;Eating an albino.;
Response;Enormous Scandinavian women.;
Response;Fabricating statistics.;
Response;Finding a skeleton.;
Response;Gandalf.;
Response;Genetically engineered super-soldiers.;
Response;George Clooney's musk.;
Response;Getting abducted by Peter Pan.;
Response;Getting in her pants, politely.;
Response;Gladiatorial combat.;
Response;Good grammar.;
Response;Having a penis.;
Response;Hipsters.;
Response;Historical revisionism.;
Response;Insatiable bloodlust.;
Response;Jafar.;
Response;Jean-Claude Van Damme in slow motion.;
Response;Jean-Claude Van Damme.;
Response;Just the tip.;
Response;Leveling up.;
Response;Literally eating shit.;
Response;Mad hacky-sack skills.;
Response;Making the penises kiss.;
Response;Media coverage.;
Response;Medieval Times® Dinner & Tournament.;
Response;Mom.;
Response;Moral ambiguity.;
Response;My machete.;
Response;Neil Patrick Harris.;
Response;NOOOOOOOOO!!!;
Response;Nubile slave boys.;
Response;Ominous background music.;
Response;One thousand Slim Jims.;
Response;Overpowering your father.;
Response;Panty raids.;
Response;Pistol-whipping a hostage.;
Response;Quiche.;
Response;Quivering jowls.;
Response;Revenge fucking.;
Response;Ripping into a man's chest and pulling out his still-beating heart.;
Response;Ryan Gosling riding in on a white horse.;
Response;Salvia.;
Response;Sanding off a man's nose.;
Response;Santa Claus.;
Response;Savagely beating a mascot.;
Response;Scrotum tickling.;
Response;Sexual humiliation.;
Response;Sexy Siamese twins.;
Response;Shaft.;
Response;Shitting out a screaming face.;
Response;Slow motion.;
Response;Space muffins.;
Response;Statistically validated stereotypes.;
Response;Stockholm Syndrome.;
Response;Sudden Poop Explosion Disease.;
Response;Suicidal thoughts.;
Response;Syphilitic insanity.;
Response;The boners of the elderly.;
Response;The economy.;
Response;The Fanta® girls.;
Response;The four arms of Vishnu.;
Response;The Gulags.;
Response;The harsh light of day.;
Response;The hiccups.;
Response;The ooze.;
Response;The shambling corpse of Larry King.;
Response;The worst pain imaginable. Times two!;
Response;This guy!;
Response;Tripping balls.;
Response;Walking in on Dad peeing into Mom's mouth.;
Response;Words, words, words.;
Response;Zeus's sexual appetites.;
