Prompt;______ may pass, but ______ will last forever.;PICK 2
Prompt;______ will never be the same after ______.;PICK 2
Prompt;2 AM in the city that never sleeps. The door swings open and she walks in, legs up to here. Something in her eyes tells me she's looking for ______.;
Prompt;"Adventure. Romance. ______. From Paramount Pictures, ""______.""";PICK 2
Prompt;Alright, bros. Our frat house is condemned, and all the hot slampieces are over at Gamma Phi. The time has come to commence Operation ______.;
Prompt;As king, how will I keep the peasants in line?;
Prompt;Dammit, Gary.  You can't just solve every problem with ______.;
Prompt;Dear Leader Kim Jong-un, our village praises your infinite wisdom with a humble offering of ______.;
Prompt;Do not fuck with me! I am literally ______ right now.;
Prompt;Every step towards ______ gets me a little bit closer to ______.;PICK 2
Prompt;Forget everything you know about ______, because now we've supercharged it with ______!;PICK 2
Prompt;Honey, I have a new role-play I want to try tonight! You can be ______, and I'll be ______.;PICK 2
Prompt;How am I compensating for my tiny penis?;
Prompt;I am become ______, destroyer of ______!;PICK 2
Prompt;I'm pretty sure I'm high right now, because I'm absolutely mesmerized by ______.;
Prompt;I'm sorry, sir, but we don't allow ______ at the country club.;
Prompt;If you can't handle ______, you'd better stay away from ______.;PICK 2
Prompt;In return for my soul, the Devil promised me ______, but all I got was ______.;PICK 2
Prompt;"In the beginning, there was ______. And the Lord said, ""Let there be ______.""";PICK 2
Prompt;It lurks in the night. It hungers for flesh. This summer, no one is safe from ______.;
Prompt;Man, this is bullshit. Fuck ______.;
Prompt;"Oprah's book of the month is ""______ For ______: A Story of Hope.""";PICK 2
Prompt;She's up all night for good fun. I'm up all night for ______.;
Prompt;The Japanese have developed a smaller, more efficient version of ______.;
Prompt;This is the prime of my life. I'm young, hot, and full of ______.;
Prompt;"This year's hottest album is ""______"" by ______.";PICK 2
Prompt;We never did find ______, but along the way we sure learned a lot about ______.;PICK 2
Prompt;Wes Anderson's new film tells the story of a precocious child coming to terms with ______.;
Prompt;What's fun until it gets weird?;
Prompt;You guys, I saw this crazy movie last night. It opens on ______, and then there's some stuff about ______, and then it ends with ______.;DRAW 2, PICK 3
Prompt;You've seen the bearded lady! You've seen the ring of fire! Now, ladies and gentlemen, feast your eyes upon ______!;
;;
Response;10 Incredible Facts About the Anus.;
Response;A bunch of idiots playing a card game instead of interacting like normal humans.;
Response;A dance move that's just sex.;
Response;A fart.;
Response;A for-real lizard that spits blood from its eyes.;
Response;A gender identity that can only be conveyed through slam poetry.;
Response;A hopeless amount of spiders.;
Response;A horse with no legs.;
Response;A kiss on the lips.;
Response;A manhole.;
Response;A Native American who solves crimes by going into the spirit world.;
Response;A sex comet from Neptune that plunges the Earth into eternal sexiness.;
Response;A sex goblin with a carnival penis.;
Response;A shiny rock that proves I love you.;
Response;A Ugandan warlord.;
Response;Actual mutants with medical conditions and no superpowers.;
Response;Africa.;
Response;All the single ladies.;
Response;Almost giving money to a homeless person.;
Response;Ambiguous sarcasm.;
Response;An interracial handshake.;
Response;Angelheaded hipsters burning for the ancient heavenly connection to the starry dynamo in the machinery of night.;
Response;Ass to mouth.;
Response;Blackula.;
Response;Bouncing up and down.;
Response;Calculating every mannerism so as not to suggest homosexuality.;
Response;Child Protective Services.;
Response;Crazy opium eyes.;
Response;Dem titties.;
Response;Depression.;
Response;Doo-doo.;
Response;Drinking responsibly.;
Response;Exploding pigeons.;
Response;Falling into the toilet.;
Response;Finally finishing off the Indians.;
Response;Fucking a corpse back to life.;
Response;Grammar nazis who are also regular Nazis.;
Response;How awesome I am.;
Response;Injecting speed into one arm and horse tranquilizer into the other.;
Response;Interspecies marriage.;
Response;Jizz.;
Response;Khakis.;
Response;Lots and lots of abortions.;
Response;Moderate-to-severe joint pain.;
Response;My dad's dumb fucking face.;
Response;My sex dungeon.;
Response;My worthless son.;
Response;Neil Diamond's Greatest Hits.;
Response;No clothes on, penis in vagina.;
Response;Party Mexicans.;
Response;Prince Ali, fabulous he, Ali Ababwa.;
Response;Sharks with legs.;
Response;Smoking crack, for instance.;
Response;Snorting coke off a clown's boner.;
Response;Some sort of Asian.;
Response;Sports.;
Response;Stuffing a child's face with Fun Dip® until he starts having fun.;
Response;Sugar madness.;
Response;The best taquito in the galaxy.;
Response;The complex geopolitical quagmire that is the Middle East.;
Response;The euphoric rush of strangling a drifter.;
Response;The peaceful and nonthreatening rise of China.;
Response;The safe word.;
Response;The secret formula for ultimate female satisfaction.;
Response;The size of my penis.;
Response;The tiniest shred of evidence that God is real.;
Response;Three consecutive seconds of happiness.;
Response;Unquestioning obedience.;
Response;What Jesus would do.;
Response;Whatever a McRib® is made of.;
Response;Whispering all sexy.;
