Prompt;And today's soup is Cream of ______.;
Prompt;Armani suit: $1,000. Dinner for two at that swanky restaurant: $300. The look on her face when you surprise her with ______: priceless.;
Prompt;Do the Dew with our most extreme flavor yet! Get ready for Mountain Dew ______!;
Prompt;Do you lack energy? Does it sometimes feel like the whole world is ______? Zoloft.;
Prompt;"Don't forget! Beginning this week, Casual Friday will officially become ""______ Friday.""";
Prompt;Get ready for the movie of the summer! One cop plays by the book. The other's only interested in one thing: ______.;
Prompt;Having the worst day EVER. #______;
Prompt;Heed my voice, mortals! I am the god of ______ , and I will not tolerate ______!;PICK 2
Prompt;Help me doctor, I've got ______ in my butt!;
Prompt;Here at the Academy for Gifted Children, we allow students to explore ______ at their own pace.;
Prompt;Hi MTV! My name is Kendra, I live in Malibu, I'm into ______, and I love to have a good time.;
Prompt;"Hi, this is Jim from accounting. We noticed a $1,200 charge labeled ""______."" Can you explain?";
Prompt;I don't mean to brag, but they call me the Micheal Jordan of ______.;
Prompt;In his farewell address, George Washington famously warned Americans about the dangers of ______.;
Prompt;In his new action comedy, Jackie Chan must fend off ninjas while also dealing with ______.;
Prompt;Life's pretty tough in the fast lane. That's why I never leave the house without ______.;
Prompt;"Now in bookstores: ""The Audacity of ______"" by Barack Obama.";
Prompt;Patient presents with ______ . Likely a result of ______.;PICK 2
Prompt;Well if ______ is good enough for ______, it's good enough for me.;PICK 2
Prompt;Well what do you have to say for yourself, Casey? This is the third time you've been sent to the principal's office for ______.;
Prompt;What killed my boner?;
Prompt;What's making things awkward in the sauna?;
Prompt;WHOOO! God damn I love ______!;
Prompt;Why am I broke?;
Prompt;Yo' mama's so fat she ______!;
;;
Response;40 acres and a mule.;
Response;A chimpanzee in sunglasses fucking your wife.;
Response;A crazy little thing called love.;
Response;A disappointing salad.;
Response;A face full of horse cum.;
Response;A giant powdery manbaby.;
Response;A mouthful of potato salad.;
Response;A one-way ticket to Gary, Indiana.;
Response;A powered exoskeleton.;
Response;A reason not to commit suicide.;
Response;A team of lawyers.;
Response;A whole new kind of porn.;
Response;A zero-risk way to make $2,000 from home.;
Response;AIDS monkeys.;
Response;All these decorative pillows.;
Response;An inability to form meaningful relationships.;
Response;An unforgettable quinceañera.;
Response;An uninterrupted history of imperialism and exploitation.;
Response;Anal fissures like you wouldn't believe.;
Response;Ancient Athenian boy-fucking.;
Response;Backwards knees.;
Response;Being nine years old.;
Response;Being paralyzed from the neck down.;
Response;Being worshipped as the one true God.;
Response;Blackface.;
Response;Blowjobs for everyone.;
Response;Boring Vaginal sex.;
Response;Butt stuff.;
Response;Changing a person's mind with logic and facts.;
Response;Child support payments.;
Response;Cutting off a flamingo's legs with garden shears.;
Response;Daddy's credit card.;
Response;Deez nuts.;
Response;Denzel.;
Response;Doing the right stuff to her nipples.;
Response;Ejaculating live bees and the bees are angry.;
Response;Ennui.;
Response;Figuring out how to have sex with a dolphin.;
Response;Free ice cream, yo.;
Response;Genghis Khan's DNA.;
Response;Getting caught by the police and going to jail.;
Response;Getting drive-by shot.;
Response;Getting eaten alive by Guy Fieri.;
Response;Giant sperm from outer space.;
Response;Going to a high school reunion on ketamine.;
Response;Having been dead for a while.;
Response;Mom's new boyfriend.;
Response;My boyfriend's stupid penis.;
Response;My dead son's baseball glove.;
Response;My first period.;
Response;Not believing in giraffes.;
Response;Oil!;
Response;Out-of-this-world bazongas.;
Response;P.F. Chang himself.;
Response;Russian super-tuberculosis.;
Response;Seeing my village burned and my family slaughtered before my eyes.;
Response;Seeing things from Hitler's perspective.;
Response;September 11th, 2001.;
Response;Slowly easing down onto a cucumber.;
Response;Social justice warriors with flamethrowers of compassion.;
Response;Some shit-hot guitar licks.;
Response;Stupid.;
Response;The Abercrombie & Fitch lifestyle.;
Response;The basic suffering that pervades all of existence.;
Response;The black half of Barack Obama.;
Response;The eight gay warlocks who dictate the rules of fashion.;
Response;The ghost of Marlon Brando.;
Response;The inability to form meaningful relationships.;
Response;The passage of time.;
Response;The swim team, all at once.;
Response;The tiger that killed my father.;
Response;The unbelievable world of mushrooms.;
Response;The white half of Barack Obama.;
Response;Too much cocaine.;
Response;Unrelenting genital punishment.;
Response;Vegetarian options.;
Response;Wearing glasses and sounding smart.;
Response;Western standards of beauty.;
