Prompt;______ would be woefully incomplete without ______.;PICK 2
Prompt;A remarkable new study has shown that chimps have evolved their own primitive version of ______.;
Prompt;"After months of debate, the Occupy Wall Street General Assembly could only agree on ""More ______!""";
Prompt;Before ______, all we had was ______.;PICK 2
Prompt;Before I run for president, I must destroy all evidence of my involvement with ______.;
Prompt;Charades was ruined for me forever when my mom had to act out ______.;
Prompt;During his midlife crisis, my dad got really into ______.;
Prompt;Everyone down on the ground! We don't want to hurt anyone. We're just here for ______.;
Prompt;I spent my whole life working toward ______, only to have it ruined by ______.;PICK 2
Prompt;I went from ______ to ______, all thanks to ______.;DRAW 2, PICK 3
Prompt;If God didn't want us to enjoy ______, he wouldn't have given us ______.;PICK 2
Prompt;In his newest and most difficult stunt, David Blaine must escape from ______.;
Prompt;Little Miss Muffet Sat on a tuffet, Eating her curds and ______.;
Prompt;Members of New York's social elite are paying thousands of dollars just to experience ______.;
Prompt;My country, 'tis of thee, sweet land of ______.;
Prompt;My mom freaked out when she looked at my browser history and found ______.com/______.;PICK 2
Prompt;"My new favorite porn star is Joey ""______"" McGee.";
Prompt;Next time on Dr. Phil: How to talk to your child about ______.;
Prompt;Only two things in life are certain: death and ______.;
Prompt;The Five Stages of Grief: denial, anger, bargaining, ______, acceptance.;
Prompt;The healing process began when I joined a support group for victims of ______.;
Prompt;The votes are in, and the new high school mascot is ______.;
Prompt;This is your captain speaking. Fasten your seatbelts and prepare for ______.;
Prompt;"This month's Cosmo: ""Spice up your sex life by bringing ______ into the bedroom.""";
Prompt;Tonight on 20/20: What you don't know about ______ could kill you.;
Prompt;What's harshing my mellow, man?;
Prompt;You haven't truly lived until you've experienced ______ and ______ at the same time.;PICK 2
Prompt;Your persistence is admirable, my dear Prince. But you cannot win my heart with ______ alone.;
;;
Response;A 55-gallon drum of lube.;
Response;A bigger, blacker dick.;
Response;A Burmese tiger pit.;
Response;A dollop of sour cream.;
Response;A fortuitous turnip harvest.;
Response;A magic hippie love cloud.;
Response;A man in yoga pants with a ponytail and feather earrings.;
Response;A piñata full of scorpions.;
Response;A sad fat dragon with no friends.;
Response;A slightly shittier parallel universe.;
Response;A sofa that says “I have style, but I like to be comfortable.”;
Response;"A soulful rendition of ""Ol' Man River.""";
Response;A squadron of moles wearing aviator goggles.;
Response;A sweaty, panting leather daddy.;
Response;A sweet spaceship.;
Response;All of this blood.;
Response;An army of skeletons.;
Response;An ether-soaked rag.;
Response;An unhinged ferris wheel rolling toward the sea.;
Response;Another shot of morphine.;
Response;Basic human decency.;
Response;Beefin' over turf.;
Response;Being awesome at sex.;
Response;Boris the Soviet Love Hammer.;
Response;Bullshit.;
Response;Catastrophic urethral trauma.;
Response;Crabapples all over the fucking sidewalk.;
Response;Crushing Mr. Peanut's brittle body.;
Response;Daddy's belt.;
Response;Death by Steven Seagal.;
Response;Dennis the Menace.;
Response;"Dining with cardboard cutouts of the cast of ""Friends.""";
Response;Double penetration.;
Response;Existing.;
Response;Fetal alcohol syndrome.;
Response;Finding Waldo.;
Response;Fuck Mountain.;
Response;Getting hilariously gang-banged by the Blue Man Group.;
Response;Grandpa's ashes.;
Response;Graphic violence, adult language, and some sexual content.;
Response;Hillary Clinton.;
Response;Hillary Clinton's death stare.;
Response;Intimacy problems.;
Response;Jeff Goldblum.;
Response;Living in a trashcan.;
Response;Loki, the trickster god.;
Response;Making a friend.;
Response;Maximal insertion.;
Response;Me.;
Response;Mild autism.;
Response;Mooing.;
Response;My first kill.;
Response;Nunchuck moves.;
Response;Oncoming traffic.;
Response;One Ring to rule them all.;
Response;Power.;
Response;Pretty Pretty Princess Dress-Up Board Game®.;
Response;Pumping out a baby every nine months.;
Response;Rising from the grave.;
Response;Scrotal frostbite.;
Response;Some really fucked-up shit.;
Response;Special musical guest, Cher.;
Response;Spring break!;
Response;Subduing a grizzly bear and making her your wife.;
Response;Survivor's guilt.;
Response;Swiftly achieving orgasm.;
Response;Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.;
Response;The black Power Ranger.;
Response;The corporations.;
Response;The day the birds attacked.;
Response;The Google.;
Response;The grey nutrient broth that sustains Mitt Romney.;
Response;The hose.;
Response;The human body.;
Response;The mere concept of Applebee's®.;
Response;The mixing of the races.;
Response;The new Radiohead album.;
Response;Tiny nipples.;
Response;Tongue.;
Response;Upgrading homeless people to mobile hotspots.;
Response;Weapons-grade plutonium.;
Response;Wearing an octopus for a hat.;
Response;Whining like a little bitch.;
Response;Whipping a disobedient slave.;
